started_at,2008-01-03 00:00:00+02:00
completed_at,2009-04-01 07:00:51.811205+02:00
""
Resource Utilization
Resource ID,Resource name,Utilization Ratio,Tasks Allocated,Worked Time (seconds),Available Time (seconds),Pool ID,Pool name
resource_role_5_0,ROLE 5_0,0.9399968527999012,32,36895250.41367683,39250397.811205,default_profile,Default profile
resource_role_5_1,ROLE 5_1,0.9250434794332938,32,36308324.56041801,39250397.811205,default_profile,Default profile
resource_role_5_2,ROLE 5_2,0.9363245002676915,32,36751109.11588462,39250397.811205,default_profile,Default profile
resource_role_5_3,ROLE 5_3,0.9032258930259348,32,35451975.614648834,39250397.811205,default_profile,Default profile
resource_role_5_4,ROLE 5_4,0.9328935781580808,32,36616444.058223136,39250397.811205,default_profile,Default profile
resource_role_5_5,ROLE 5_5,0.9022520376388318,31,35413751.40329445,39250397.811205,default_profile,Default profile
resource_role_5_6,ROLE 5_6,0.8973114181643401,30,35219830.12348687,39250397.811205,default_profile,Default profile
resource_role_5_7,ROLE 5_7,0.9196078380640088,31,36094973.47431453,39250397.811205,default_profile,Default profile
resource_role_5_8,ROLE 5_8,0.9242143118908597,32,36275779.40452533,39250397.811205,default_profile,Default profile
resource_role_5_9,ROLE 5_9,0.9073667267601726,32,35614504.98598772,39250397.811205,default_profile,Default profile
resource_role_5_10,ROLE 5_10,0.9203412052539574,32,36123758.4282617,39250397.811205,default_profile,Default profile
resource_role_5_11,ROLE 5_11,0.9294463696849213,33,36481139.75431347,39250397.811205,default_profile,Default profile
resource_role_5_12,ROLE 5_12,0.9060166485562314,32,35561513.879406795,39250397.811205,default_profile,Default profile
resource_role_5_13,ROLE 5_13,0.9148495867207314,33,35908210.216205195,39250397.811205,default_profile,Default profile
resource_role_5_14,ROLE 5_14,0.9070505833803598,31,35602096.232564695,39250397.811205,default_profile,Default profile
resource_role_5_15,ROLE 5_15,0.9176580081522683,32,36018441.87461453,39250397.811205,default_profile,Default profile
resource_role_5_16,ROLE 5_16,0.9255465006607017,32,36328068.34370125,39250397.811205,default_profile,Default profile
resource_role_5_17,ROLE 5_17,0.9143279853630588,32,35887737.15541768,39250397.811205,default_profile,Default profile
resource_role_5_18,ROLE 5_18,0.91703057592849,32,35993814.910231665,39250397.811205,default_profile,Default profile
resource_role_5_19,ROLE 5_19,0.9264727854613558,32,36364425.3906134,39250397.811205,default_profile,Default profile
resource_role_5_20,ROLE 5_20,0.9263934172321532,32,36361310.15604363,39250397.811205,default_profile,Default profile
resource_role_5_21,ROLE 5_21,0.9235551504850377,32,36249907.057125024,39250397.811205,default_profile,Default profile
resource_role_5_22,ROLE 5_22,0.9054087039959005,31,35537651.81356665,39250397.811205,default_profile,Default profile
resource_role_5_23,ROLE 5_23,0.8990313339390804,32,35287337.50184719,39250397.811205,default_profile,Default profile
resource_role_5_24,ROLE 5_24,0.9108321941536663,32,35750525.95978411,39250397.811205,default_profile,Default profile
resource_role_5_25,ROLE 5_25,0.9145357839721909,33,35895893.33349073,39250397.811205,default_profile,Default profile
resource_role_5_26,ROLE 5_26,0.9253400438414787,32,36319964.831415914,39250397.811205,default_profile,Default profile
resource_role_5_27,ROLE 5_27,0.906144654306273,31,35566538.15601805,39250397.811205,default_profile,Default profile
resource_role_5_28,ROLE 5_28,0.9041669537954335,31,35488912.62421618,39250397.811205,default_profile,Default profile
resource_role_5_29,ROLE 5_29,0.9207393745924473,32,36139386.73319365,39250397.811205,default_profile,Default profile
resource_role_5_30,ROLE 5_30,0.9140650785490866,33,35877417.958381996,39250397.811205,default_profile,Default profile
resource_role_5_31,ROLE 5_31,0.8988472758757434,32,35280113.14964086,39250397.811205,default_profile,Default profile
resource_role_5_32,ROLE 5_32,0.9013970221801597,32,35380191.70640685,39250397.811205,default_profile,Default profile
resource_role_5_33,ROLE 5_33,0.9113597476655447,32,35771232.64499204,39250397.811205,default_profile,Default profile
resource_role_5_34,ROLE 5_34,0.8969518895175788,32,35205718.48107696,39250397.811205,default_profile,Default profile
resource_role_5_35,ROLE 5_35,0.8999053611417296,31,35321643.41724899,39250397.811205,default_profile,Default profile
resource_role_5_36,ROLE 5_36,0.9069037446169556,31,35596332.75268697,39250397.811205,default_profile,Default profile
resource_role_5_37,ROLE 5_37,0.9023959593991977,31,35419400.38964251,39250397.811205,default_profile,Default profile
resource_role_5_38,ROLE 5_38,0.9222632281007539,32,36199198.58960069,39250397.811205,default_profile,Default profile
resource_role_5_39,ROLE 5_39,0.9049652257776741,32,35520245.11708066,39250397.811205,default_profile,Default profile
resource_role_5_40,ROLE 5_40,0.9190003255414896,32,36071128.36613037,39250397.811205,default_profile,Default profile
resource_role_5_41,ROLE 5_41,0.8998331250217679,32,35318808.12080415,39250397.811205,default_profile,Default profile
resource_role_5_42,ROLE 5_42,0.8979537305870762,31,35245041.14159834,39250397.811205,default_profile,Default profile
resource_role_5_43,ROLE 5_43,0.9047080272276559,31,35510149.97167598,39250397.811205,default_profile,Default profile
resource_role_5_44,ROLE 5_44,0.8988487100818416,32,35280169.44280075,39250397.811205,default_profile,Default profile
resource_role_5_45,ROLE 5_45,0.91439658306011,32,35890429.64231587,39250397.811205,default_profile,Default profile
resource_role_5_46,ROLE 5_46,0.9085587460429919,32,35661292.21703701,39250397.811205,default_profile,Default profile
resource_role_5_47,ROLE 5_47,0.9024106071363416,31,35419975.31915244,39250397.811205,default_profile,Default profile
resource_role_5_48,ROLE 5_48,0.9039129804896734,31,35478944.070931666,39250397.811205,default_profile,Default profile
resource_role_5_49,ROLE 5_49,0.9078382842870788,32,35633013.80650966,39250397.811205,default_profile,Default profile
resource_role_5_50,ROLE 5_50,0.9104807964400189,32,35736733.4597335,39250397.811205,default_profile,Default profile
resource_role_5_51,ROLE 5_51,0.9154324468753793,31,35931087.70914342,39250397.811205,default_profile,Default profile
resource_role_5_52,ROLE 5_52,0.9238902991464002,31,36263061.7754094,39250397.811205,default_profile,Default profile
resource_role_5_53,ROLE 5_53,0.9251153902887959,32,36311147.09010341,39250397.811205,default_profile,Default profile
resource_role_5_54,ROLE 5_54,0.9205519090920816,33,36132028.63772842,39250397.811205,default_profile,Default profile
resource_role_5_55,ROLE 5_55,0.9054323746227914,31,35538580.89508855,39250397.811205,default_profile,Default profile
resource_role_5_56,ROLE 5_56,0.9107704058472673,31,35748100.74417787,39250397.811205,default_profile,Default profile
resource_role_5_57,ROLE 5_57,0.9065055181571574,32,35580702.205720946,39250397.811205,default_profile,Default profile
resource_role_5_58,ROLE 5_58,0.9006867385387889,31,35352312.79092425,39250397.811205,default_profile,Default profile
resource_role_5_59,ROLE 5_59,0.9159449102278252,32,35951202.09959059,39250397.811205,default_profile,Default profile
resource_role_5_60,ROLE 5_60,0.9040450127237988,31,35484126.388644986,39250397.811205,default_profile,Default profile
resource_role_5_61,ROLE 5_61,0.9263752584758905,32,36360597.41763656,39250397.811205,default_profile,Default profile
resource_role_5_62,ROLE 5_62,0.9094889355919056,32,35697802.526871696,39250397.811205,default_profile,Default profile
resource_role_5_63,ROLE 5_63,0.9034492470970225,32,35460742.350791775,39250397.811205,default_profile,Default profile
resource_role_5_64,ROLE 5_64,0.9000264577316585,32,35326396.506577276,39250397.811205,default_profile,Default profile
resource_role_5_65,ROLE 5_65,0.9232841255421945,32,36239269.22030167,39250397.811205,default_profile,Default profile
resource_role_5_66,ROLE 5_66,0.9090863306174808,31,35682000.12146475,39250397.811205,default_profile,Default profile
resource_role_5_67,ROLE 5_67,0.914835480981831,32,35907656.56034193,39250397.811205,default_profile,Default profile
resource_role_5_68,ROLE 5_68,0.9201862488383177,32,36117676.327304445,39250397.811205,default_profile,Default profile
resource_role_5_69,ROLE 5_69,0.9252621692085309,32,36316908.22109331,39250397.811205,default_profile,Default profile
