First process instance # in stats,1
Last process instance # in stats,10000

Resource utilization
Resource,Utilization %
ROLE 7,qbp_18930290-48e1-265a-1f8f-cbb3c69fcdee,81
ROLE 2,qbp_25cf253d-5e3b-2b89-8651-f9c6aa4b13c0,94
ROLE 1,QBP_DEFAULT_RESOURCE,32
ROLE 6,qbp_8cda858d-8439-238c-5d8f-fa9e5576c93c,81
ROLE 5,qbp_32d33b80-ef29-40c4-ac4f-c35ce17ed64e,90
ROLE 4,qbp_8f121020-f5e4-38b6-0210-5c6341b30cdf,87
ROLE 3,qbp_777c45b1-1c61-7b3e-a962-503e31819b70,0

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Clear Invoice,proc_586570383.node_3e7949b8-a6bb-4571-9391-1cf9a17ff9ba,444253.63475120004,287215.715,608301.425,4.442536347512E9,13.21004290008545,0.0,19572.483000040054,132100.4290008545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Create Purchase Order,proc_586570383.node_b9ecb46e-5c07-4395-a682-129f75db501d,9522631.687210383,96859.924,1.885117164E7,9.522631687210384E10,9403861.269893281,0.0,1.872264854799986E7,9.403861269893282E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Create Purchase Requisition,proc_586570383.node_aac5b3dc-6216-410b-8dbb-7ea7081d8d8f,18150.586468554266,10882.394,36575.696,1.3333420819799964E8,794.272021780571,0.0,19258.203999996185,5834722.272000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7346
END EVENT,proc_586570383.node_92781840-69aa-493c-b264-e4355237434e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
