First process instance # in stats,1
Last process instance # in stats,10000

Resource utilization
Resource,Utilization %
ROLE 3,qbp_a73adebd-63a6-7b89-5b8e-ff21b4e33880,0
ROLE 1,QBP_DEFAULT_RESOURCE,16
ROLE 2,qbp_fbe1eb8a-4b50-fb51-b0c0-43a0d95e6891,47
ROLE 5,qbp_ded37e6d-b3c0-5f7f-7913-434d35bbc084,45
ROLE 6,qbp_4f018df5-ba1d-ed4a-cab7-52c3e1ca49cd,41
ROLE 7,qbp_93530aee-bf20-0abe-1e8d-d99a54a419b4,40
ROLE 4,qbp_aa90e97d-60a0-5022-1a32-5fb5c9955224,44

Individual task statistics
Name,Avg duration,Min duration,Max duration,Total duration,Avg waiting time,Min waiting time,Max waiting time,Total waiting time,Avg idle time,Min idle time,Max idle time,Total idle time,Avg cost,Min cost,Max cost,Total cost,Avg cost over thresh,Min cost over thresh,Max cost over thresh,Total cost over thresh,Avg duration over thresh,Min duration over thresh,Max duration over thresh,Total duration over thresh,Count,
Clear Invoice,proc_586570383.node_3e7949b8-a6bb-4571-9391-1cf9a17ff9ba,443771.8526157005,245546.86,633541.393,4.437718526157005E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Create Purchase Order,proc_586570383.node_b9ecb46e-5c07-4395-a682-129f75db501d,119177.28951040008,71007.705,170389.247,1.1917728951040008E9,610.8688159001111,0.0,32198.394999980927,6108688.159001112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Create Purchase Requisition,proc_586570383.node_aac5b3dc-6216-410b-8dbb-7ea7081d8d8f,17645.24100329213,9583.69,29556.978,1.2863380691399962E8,255.2196525377501,0.0,10812.211999893188,1860551.2670001984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7290
END EVENT,proc_586570383.node_92781840-69aa-493c-b264-e4355237434e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Exclusive gateway,proc_586570383.node_add03eea-2249-4a03-bdb0-caa38064d6f3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Exclusive gateway,proc_586570383.node_1c5a9dc5-5204-4e73-bfad-42e61d7e9785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Exclusive gateway,proc_586570383.node_a34f69ac-104d-4dd9-adee-2e0cbc639df6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Exclusive gateway,proc_586570383.node_d1e5eae4-e5b4-4add-8bec-90a41b4e7c8b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Parallel gateway,proc_586570383.node_831b7367-882e-42f5-82f4-23b566b109b8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Parallel gateway,proc_586570383.node_55569e72-120d-4f4a-afa4-5094a8ed2d4f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
Print and Send Purchase Order (Paper),proc_586570383.node_5f3c2f00-3e18-4681-9878-559c8bb9a229,4.997815000897183,2.85,6.852,27852.823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5573
Receive Order Confirmation,proc_586570383.node_bde166fa-3414-49ae-9c52-e3f3da7d31a1,380513.17149702576,239775.816,503368.034,2.4307181395230007E9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6388
Record Goods Receipt,proc_586570383.node_b5c43472-b580-456a-b6ce-b2c2826c7066,1024037.4075729963,631541.693,1387597.565,1.0240374075729963E10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000
